NhietdoN_SONG,pH_N_SONG,Duc_N_SONG,Mau_N_SONG,SS_SONG,EC_N_SONG,Jartest_N_SONG_KN
30,6.9,16,145,15,69.8,18
29.8,6.8,22,220,19,68.8,18
29.5,6.8,22,200,22,70.1,18
29.5,6.8,21,197,16,68.4,18
29.3,6.9,21,210,18,65.6,18
29.2,6.9,16,159,12,69.4,16
,6.9,12,102,12,63,16
,7,11,112,11,63,16
29.5,6.9,11,86,8,61.6,16
28.6,7,10,73,6,63.8,16
28.7,7,12,118,12,63.2,16
28.9,6.9,11,109,11,63.7,16
28.7,6.9,15,140,13,62.3,16
28.7,7,15,128,13,62.5,18
28.2,7,13,111,12,61.4,18
28.5,6.9,13,112,12,63.2,16
28,6.9,15,122,14,67.4,18
28,6.9,15,128,13,66.2,18
27.8,7,19,174,18,65,18
,7,14,,,63.5,16
28,6.9,12,97,10,61.2,16
27.7,7,12,103,11,60.3,16
28.2,7,12,110,12,60,14
28.8,7,10,,,62.3,14
,7,9,,,60.1,14
27.9,7,10,81,7,59.4,14
28.6,7,12,,,58.5,14
28.3,7,10,,,58.5,14
27.8,6.9,12,91,8,57.6,16
28.6,7,15,,,55.7,16
27.7,7,12,96,8,57.4,14
28.5,7,18,,,54.9,14
28.3,7,14,,,58.1,14
27.4,7,12,102,12,57.3,14
27.8,7,16,,,55.6,14
,6.94,16,,,57.2,14
27,6.9,14,118,8,56.7,14
27.7,6.9,20,,,57.8,14
27.5,6.9,20,,,57.7,14
26.6,6.9,13,98,10,58,14
27,6.9,23,205,19,59,14
27,6.9,13,102,12,61.2,14
27.5,7,13,,,60.2,14
,7,26,,,63.2,14
27.1,6.9,14,88,10,64,14
27.8,6.9,18,,,61.9,14
27.5,6.9,27,,,62.9,14
27.2,6.8,12,102,9,61.5,14
27.7,6.9,16,,,63.5,14
27.5,6.9,27,227,23,61.6,14
27,6.9,15,135,14,71,14
28.2,6.9,17,,,65,16
,6.9,28,258,24,62.6,16
27.6,6.8,13,125,12,68.2,16
27.9,6.8,14,,,65.6,16
27.7,6.8,22,210,18,65.5,16
27.4,6.9,17,155,15,68.1,16
28.5,6.9,17,,,66,14
28.2,6.9,16,,,66.2,14
27.3,6.9,13,111,12,62.5,14
28.8,6.9,14,,,63,14
,6.9,14,,,64,14
27.8,6.9,12,113,10,64,14
28.5,6.9,14,,,65.4,14
27.8,6.9,11,,,64,14
28.2,6.9,11,129,14,65.2,14
28.8,7,14,,,65.3,16
28.7,7,14,,,66.2,16
27.9,6.9,10,98,10,65.7,16
29,7,12,,,68.8,16
28.6,7.1,12,,,69,16
28.1,7,10,92,9,64.7,16
28.9,7.1,22,153,16,65.4,16
28.8,7,10,,,67.1,16
27.9,7,11,102,9,64,16
28.4,7,13,,,62,16
27.6,7,13,,,68.4,16
28.3,7,10,107,9,62.6,16
29.1,7.1,16,191,17,62.9,16
28.2,7,10,102,10,66.4,16
29.5,7.1,14,151,15,68.2,16
28.6,6.9,11,123,11,68.3,20
28.9,7,27,232,25,62.9,20
28.6,6.9,14,117,12,87.5,20
29.3,6.9,14,,,62,20
28.4,6.9,28,232,26,62,20
28.8,6.9,18,154,16,94.6,20
29.8,7,17,,,64.8,20
29.3,7,25,225,24,61.3,20
,6.9,17,152,17,100,22
29.3,7,17,,,71.7,22
29,7.1,19,220,23,64.7,22
28.6,6.9,22,195,21,79,22
29.3,6.9,19,,,85.1,22
29.3,7,21,,,66.5,22
,6.9,19,254,30,117.2,22
29,6.9,22,192,21,71.5,22
29.9,7,17,,,78.3,20
29.4,7.1,14,,,62.2,20
28.2,7,16,137,17,63.5,20
29.4,7,17,,,86.8,20
29.1,7.1,13,,,62.9,20
28.6,7.1,13,115,13,61,20
29.3,7.2,11,,,65.6,20
28.5,7.2,11,,,60,20
28,7.1,8,68,6,57.8,18
28.8,7.2,9,,,59.2,18
28.8,7.2,9,,,59.2,18
27.9,7.1,10,94,9,59.6,18
28.4,7.2,11,,,58.7,18
27,7.2,9,,,60.5,18
28.3,7.1,9,89,9,59,20
28.7,7.2,9,,,58,20
28.2,7.2,9,,,58.3,20
28.2,7.2,9,88,8,58.3,20
28.7,7.1,12,,,58,18
28.6,7.2,11,,,59.3,18
28,7,9,83,11,59.7,18
29.1,7,12,,,59.3,18
28.9,7,17,141,14,60.3,18
28,7,10,92,8,60,18
28.7,7,14,,,59.5,18
27.8,7,17,,,60.3,18
28.1,7,10,114,9,60.6,18
29.8,7.1,13,,,60.2,18
,7.1,18,177,17,61.3,18
28.5,7,10,87,9,60,18
29.4,7,15,,,69.4,18
29.3,7.1,20,,,59.3,18
28.7,7.1,10,88,9,59.3,18
29,7.1,13,,,60,18
29.3,7.2,23,,,,18
28.8,7.1,11,114,10,58.3,18
29.8,7.2,12,,,59.5,18
29.6,7.2,21,,,57.4,18
29,7.1,11,112,11,59.5,18
29.8,7.1,15,,,60,18
29.5,7.2,21,190,20,58.8,18
28.7,7.1,14,135,14,60.1,20
29.5,7.2,13,,,59.2,20
29.2,7.2,19,,,60,20
28.8,7.1,12,104,11,59.3,18
29.6,7.2,12,,,60.6,18
29.8,7.2,12,,,59.9,18
29.1,7.2,11,112,10,62.8,20
29.7,7.3,14,,,60,20
29.3,7.1,12,151,14,59.8,20
30,7.2,12,,,60,20
29.4,7.2,11,,,58.7,20
29.1,7.2,10,83,13,59.8,20
30.2,7.3,10,,,59.2,18
29.7,7.4,9,,,58.4,18
29.2,7.2,11,87,15,59.6,22
30,7.3,9,,,59.9,22
29.9,7.4,8,,,59.2,22
29,7.2,9,85,8,60.9,22
30,7.2,14,,,60.8,22
29.7,7.2,9,,,61.5,22
,7.1,9,86,8,61.4,8
30,7.1,18,160,18,61.2,8
29.1,7.1,10,102,13,62.1,10
30.3,7.1,11,,,61.5,10
29.7,7.1,12,,,65,10
29.4,7.1,10,105,10,61.1,10
30.5,7.1,15,,,64.4,8
30.1,7.1,18,,,64.1,8
29.2,7,11,117,11,62,8
30.5,7,13,,,59,8
29.5,7,24,,,61,8
29.4,7,12,115,10,61.9,8
30.2,7,14,,,59.7,8
30.1,7,24,,,60.8,8
29.5,7,13,116,13,60.1,8
30.5,7,14,,,59.7,8
29.9,7.1,22,210,24,57.9,8
29,7,16,147,15,59.2,8
30.2,7,13,,,60.4,8
29.7,7,21,,,60.2,8
28.8,7,18,145,15,59,8
30.4,7.1,13,,,60.4,8
,7.1,18,,,59,8
28.8,7,13,127,11,65.5,8
,7.1,12,,,61.2,8
,7.1,15,,,60.9,8
29,7.1,12,119,13,59.3,8
30.5,7.2,11,,,60.2,8
29.7,7.2,11,,,60.8,8
29,7.1,10,84,9,60.1,8
29.9,7.2,8,,,60.4,8
,7.3,8,,,59.7,8
28.8,7.2,9,87,9,62.1,8
29.5,7.2,9,,,61,8
29,7.1,10,82,8,59.5,8
30.4,7.2,10,,,60.7,8
28.9,7.2,8,,,61,8
30.1,7.2,8,71,7,60.1,8
30.3,7.3,12,,,60,8
29.9,7.1,9,,,64.3,8
,7.2,9,78,8,60.9,8
30.3,7.3,13,,,60.2,8
29.7,7.1,9,,,64.6,8
29.3,7.2,9,91,9,61,8
30,7.2,14,,,60,8
29.1,7.2,13,,,64,8
29,7.2,10,85,9,62.3,8
30.6,7.3,12,,,63.6,8
29.6,7.1,15,158,17,64.6,8
29.4,7.2,10,90,9,63.5,8
29.8,7.2,16,,,60.9,8
29.2,7.2,18,,,62.5,8
29.1,7.2,10,84,11,60.6,8
29.6,7.3,11,,,59.6,8
29.6,7.3,22,,,61.1,8
29.4,7.2,13,117,12,61.8,8
30.2,7.3,13,,,60.2,8
29.7,7.3,24,200,23,62.1,8
28.6,7.2,12,109,10,63.7,8
30.2,7.3,13,,,61.2,8
29.9,7.2,25,226,25,60.9,8
29,7.2,14,120,13,62.7,8
30.2,7.2,13,,,61.3,8
29.7,7.2,25,231,25,60.8,8
29,7.2,14,118,14,64,8
30,7.3,14,,,63.2,8
29.7,7.3,23,210,22,60.3,22
28.4,7.2,18,150,16,60.5,22
30.1,7.3,13,,,62.6,20
29.5,7.3,18,,,60.6,20
28.9,7.3,14,117,15,59.4,20
30,7.3,11,,,60.2,20
,7.2,13,,,59,20
28.6,7.1,11,96,10,59.7,20
30.2,7.2,10,,,60.2,20
29.8,7.3,11,,,59.8,20
29,7.1,12,110,12,58.7,20
30,7.2,10,,,60,18
29.9,7.2,9,,,59.1,18
28.8,7.1,11,118,12,59.2,18
30.2,7.3,9,,,58.4,18
29.9,7.2,9,,,59.4,18
29.3,7.1,13,118,12,60.2,18
30.3,7.2,13,,,60,18
29.8,7.1,9,,,62,18
29,7,10,106,11,56.8,20
30.3,7.1,16,,,56.4,16
30,7,10,,,60.8,16
29.5,7.1,10,108,9,57.3,18
,7.1,13,206,20,57.7,18
30.2,7,15,,,59.8,18
29.3,7.1,12,109,11,58.5,18
30.7,7.1,14,,,57.7,18
30,7.1,20,,,58.7,18
29.4,7,12,112,12,63.5,18
31,7,11,,,58.1,18
30.1,7.1,22,214,21,59.5,18
29,7.1,15,152,14,58,18
30.5,7,12,,,59.2,18
30.2,7.1,23,226,23,58.6,18
29.2,7,10,92,11,59.1,18
30.4,7.1,11,,,60,18
30.1,7,22,210,22,59.7,18
29.4,7,12,108,12,61,18
30.5,7.1,14,,,60.2,18
30,7.1,21,193,20,61,18
29.5,7,13,118,12,60,18
30,7,12,,,61.5,18
29.8,7,18,209,20,60,18
29.4,7,15,143,13,59.1,18
31.1,7.1,12,,,61.4,18
30.8,7,19,,,61.7,18
29.8,7,17,146,14,59.2,18
30.5,7,12,,8.14,62.1,18
30.3,7.1,12,,,61.1,18
29.8,7,13,118,12,61,20
31,7,11,,,61,20
29.8,7,10,,,,20
29.6,7.1,14,125,14,61.1,20
31.1,7.1,8,67,6,60.9,20
30.8,7.2,8,,,60,20
29.8,7.1,9,84,9,59.9,20
30.9,7.2,8,,,59.1,18
30.6,7.1,8,,,60.2,18
30,7.1,11,89,10,57.8,20
30.2,7.1,12,,,58.3,20
30.1,7,8,,,59.7,20
29.7,7.1,9,64,8,57.7,18
30.5,7.1,10,,,57.6,18
29.4,7.1,8,,,60,18
30.3,7.1,8,71,8,59.6,18
,7.1,11,,,61,18
30.2,7,11,93,10,61.5,18
31.3,7.1,11,,,60.3,18
30.8,7.1,11,,,61.9,18
30.4,7,10,86,9,61.1,20
31.4,7.1,11,,,59,20
31.2,7.1,13,,,60,20
30.4,7,13,100,10,60,20
31,7,13,,,62,20
30.4,7,14,,,62.3,20
30.2,7.1,9,87,8,61.7,20
31,7.1,12,,,59.1,20
31.4,7.1,12,,,61.8,20
30.5,7.1,10,92,10,60.6,20
31.7,7.1,10,,,60.2,20
31.5,7,12,,,60.5,20
31,7.1,10,81,9,59.4,18
31.8,7.1,12,,,60,18
30.7,7.1,14,,,60.2,18
30.6,7.1,11,85,9,60,18
31.5,7.1,10,,,61.3,18
31.3,7.1,15,,,60.6,18
30.4,7.1,14,127,12,60.5,20
31.5,7.1,13,,,61.5,20
30.9,7.1,12,,,59.6,20
30.7,7.1,10,78,9,59.6,18
31.5,7.1,8,,,60.5,18
31.2,7.1,8,,,58.2,18
30.5,7.1,9,72,9,59.2,18
31.5,7.1,11,,,59.5,20
31.3,7.1,10,,,59.7,20
30.6,7.1,9,68,7,60.2,20
31.5,7.1,8,,,59.2,20
30.8,7.1,7,,,60,20
,7.1,10,82,9,61,20
31.4,7.1,9,,,59.4,20
31.2,7.1,8,,,60.9,20
30.4,7.1,10,86,8,62.1,20
31.9,7.1,8,,,60.3,18
31.2,7.1,8,,,61.8,18
29.8,7,8,69,7,62.3,18
,7.1,14,,,60.6,18
31.1,7,9,,,62.7,18
30.7,7,13,113,11,62.7,20
31.8,7.1,22,188,20,60.4,20
30.9,7.1,13,,,63.3,20
30.4,7,12,104,12,61.3,20
31,7,13,,,60.9,20
31.8,7,13,,,61.9,20
31,6.9,10,97,8,58.7,20
31.7,7,13,,,59.4,18
31.5,7,12,,,59.3,18
29.8,7,10,71,5,58.8,18
31.3,7,12,,,60.2,18
31.1,6.9,18,,,60.5,18
,6.9,14,133,14,59.8,18
,7,17,,,61.2,18
30.5,6.9,18,,,63.2,18
30.9,7,13,108,9,58.8,18
32,7.1,15,,,59.5,18
31,7,18,173,16,60.2,18
32.4,7.1,16,,,60.7,18
32.1,7,18,,,62.5,18
30.7,7.1,21,205,21,59.8,18
31.9,7.1,14,,,61.7,18
31.3,7.2,15,,,62,18
30.2,7,20,203,20,60.6,16
31.5,7.1,18,,,63.1,16
31.6,7.2,17,,,62.2,16
31.3,7.1,22,215,22,61.4,18
31.5,7.1,14,,,62.7,18
30.2,7.1,14,,,62,18
31.5,7,14,130,12,60,16
,7.1,13,,,61.3,16
30.6,7.1,12,,,63,16
31.3,7,11,124,13,60.2,16
32.6,7.1,11,,,62.8,16
32.1,6.9,11,,,63.8,16
31.3,7,11,120,11,61.5,18
32.2,7.1,13,,,62.3,18
31.9,6.9,11,,,63.5,18
31.7,7,10,111,10,59.9,18
32.5,7,17,,,62.1,16
31,7.04,12,,,63,16
31.5,7,11,106,10,59.2,16
32.7,7,17,,,60.6,16
,6.9,13,,,32,16
31.7,6.8,12,107,12,59,16
,6.8,12,,,57.3,16
32.4,6.8,12,,,66.7,16
31.7,6.9,13,111,11,58,16
32.4,6.9,14,,,56,16
32.5,6.9,14,,,61.9,16
31.5,6.8,14,137,14,56.7,16
32.8,6.9,15,,,54.4,16
31.5,6.7,18,,,61,16
31.8,6.9,15,150,14,55.6,16
,6.8,17,,,52.2,16
31.4,6.8,17,,,57.4,16
32.4,6.8,17,162,16,56.6,16
33,6.9,15,,,59.2,16
33.3,6.8,19,,,56.8,16
31.6,6.8,17,156,16,58,16
32.8,6.9,13,,,60,16
,6.9,21,187,19,58.5,16
31.7,6.8,22,202,20,60.1,16
32.4,6.8,13,118,13,61.1,16
31.2,6.8,15,,,61.9,16
31.6,6.8,26,236,26,61.1,16
31.8,6.8,15,,,66.2,16
31,6.9,14,,,64.2,16
31.3,6.8,26,219,23,61,16
32.3,6.8,18,,,69.9,16
32.1,6.8,13,,,67.6,16
31.5,6.7,25,215,24,64.4,20
31.9,6.8,16,,,66.4,20
32.2,6.7,12,,,69.4,20
31.5,6.7,21,185,19,67.1,20
31.7,6.7,15,,,67.9,20
31.5,6.7,13,,,69,20
31.7,6.8,18,162,16,65.6,20
31.5,6.8,19,,,70.2,20
31.7,6.7,17,,,71,20
31.6,6.7,13,115,10,66.6,20
32.6,6.7,20,,,64.5,20
32,6.8,18,,,66.8,20
31.6,6.8,15,130,13,68.2,20
32.1,6.7,23,,,72.3,20
,6.7,16,,,77.4,20
31.6,6.7,16,138,13,70.4,20
31.7,6.7,26,235,25,72.5,20
30.6,6.8,18,,,80,20
30.6,6.7,14,128,12,77,20
31.8,6.7,27,272,25,75.9,18
31.4,6.7,18,,,90,18
31.4,6.7,16,154,16,84.9,18
32.3,6.7,19,,,74,18
31.8,6.6,16,,,98.5,18
31.5,6.7,18,158,16,95.1,18
32.8,6.8,20,,,76.8,20
31.4,6.7,22,,,105,20
31.7,6.7,19,182,18,99.4,20
32.5,6.8,18,,,74,20
31.8,6.7,18,,,95,20
31.5,6.8,20,157,16,87.3,18
30.9,6.8,19,,,74.9,18
31.5,6.7,20,,,85,18
31.2,6.7,26,176,18,80.7,20
32,6.7,20,,,87,20
31.3,6.7,33,,,109.2,20
31.2,6.7,35,326,33,87.2,20
31.7,6.7,17,,,97.3,20
31.1,6.7,18,,,105.9,20
31.4,6.7,38,359,39,92.7,20
32.3,6.7,19,186,17,110,24
32,6.7,17,,,100.6,24
31.1,6.8,39,314,33,84.9,24
31.9,6.7,23,211,21,126.4,24
31.2,6.7,18,,,122.2,24
31.6,6.7,31,292,30,84.6,22
30.8,6.8,21,194,20,124.5,22
31.4,6.7,16,,,100.4,22
30.5,6.8,29,271,27,82.6,22
30.2,6.8,20,,,123,22
30,6.7,16,143,17,105.4,22
31,6.8,19,182,17,86.2,22
31,6.8,22,,,140.4,22
30.3,6.7,15,,,121.4,22
30.8,6.8,17,158,17,85.7,24
30.8,6.7,19,,,122.6,24
30.2,6.7,22,,,99,24
30.5,6.8,16,149,15,86.8,24
30.8,6.8,11,,,118.2,24
,6.8,13,,,122.1,24
30.8,6.7,12,118,19,90,24
32.2,6.8,22,197,23,98.6,24
,6.8,15,,,90.9,24
31.1,6.7,20,195,17,90,24
32.1,6.8,25,,,87.5,22
31.6,6.8,20,,,98,22
30.4,6.9,20,208,20,95.1,22
31.2,6.9,10,,,89.6,24
31.6,6.9,18,,,96.9,24
29.9,7,14,113,10,96.1,24
32.3,7,16,,,95.6,24
31.8,6.9,14,,,93.6,24
30.9,6.9,9,75,4,93.7,24
32.7,6.9,24,231,22,90,26
31.2,6.9,14,,,99.8,26
30.3,6.9,8,71,6,94.6,26
31.6,6.9,29,,,94.9,26
31,6.9,39,,,112,26
29.5,7.1,14,139,11,96.8,26
32,6.8,17,,,98.9,26
31.4,6.8,17,,,117,26
30.8,6.8,21,213,19,90.5,24
31.3,6.7,17,,,99,24
30.5,6.8,22,,,97,24
30.8,6.8,19,158,12,84.7,24
31.4,6.7,23,,,96.4,24
,6.7,26,,,96.6,24
30.8,6.7,32,271,24,88.7,24
31.3,6.7,18,,,96.1,24
31,6.7,17,,,93.3,22
30.3,6.7,12,81,7,87.2,22
31.1,6.7,11,,,91,22
,6.8,18,,,95.2,22
30,6.7,13,186,17,77.7,22
31.8,6.7,32,,,88.3,22
31.5,6.7,25,,,88.7,22
30.6,6.7,26,209,19,81.4,22
31.6,6.7,34,,,90.5,22
30.6,6.8,30,242,22,87.4,22
29.1,6.8,28,251,21,78.9,22
30.8,6.7,30,,,88.6,24
30.4,6.7,32,,,87.2,24
30.3,6.8,29,241,19,84.4,24
30.4,6.7,44,345,31,83.5,26
31.4,6.8,37,,,88.3,26
30.8,6.8,32,273,25,82.2,26
30.7,6.8,49,407,40,,28
31.4,6.7,40,,,78.2,28
30.4,6.7,39,326,27,80.5,28
31.2,6.9,45,367,31,83.1,30
31,6.7,43,,,81.5,30
,6.8,43,369,37,78,30
31,6.8,44,,,71.9,24
29.6,6.8,39,,,74.5,24
30.6,6.7,43,347,35,74.1,24
31.2,6.7,43,,,74.5,26
30,6.8,40,,,74.6,26
29.8,6.7,45,379,33,76,28
31,6.7,40,,,72.6,28
31.5,6.7,39,,,73.4,28
30.7,6.8,51,,,72,28
31.2,6.8,38,,,72.2,28
31.5,6.8,38,,,71.8,28
31,6.8,47,388,38,71.3,26
30.8,6.8,40,,,74.4,26
31.7,6.8,43,,,70.5,26
30.9,6.8,42,363,29,67.8,26
31,6.8,40,,,73.5,26
31.5,6.8,37,,,68.8,26
29.4,6.8,36,318,28,70.3,26
30,6.8,36,,,74.1,26
31.4,6.7,37,,,71.6,26
,6.8,46,404,37,68.8,28
31.3,6.7,44,,,70,28
30.9,6.8,38,,,67.1,28
30.7,6.8,36,298,28,70.6,26
31.5,6.8,36,,,73.5,26
30.5,6.8,34,,,70,26
30.4,6.8,29,269,22,67.8,26
31.3,6.8,31,,,70.3,26
31.4,6.8,33,,,70,26
30.6,6.8,31,262,21,68,28
,6.9,,,,65.6,28
31.3,6.8,35,,,68.9,28
30.3,6.8,36,,,82.8,28
31.8,7,30,,,68,26
30.5,6.8,40,363,36,78.5,26
30.5,6.8,61,511,48,80,26
30.2,6.8,56,,,68.8,32
30.1,6.8,57,,,70.9,32
30.4,6.8,56,479,48,71.1,32
31,6.8,54,,,65,32
30.4,6.9,63,,,78,32
30.1,6.9,72,618,62,77,36
30,6.9,71,,,74.5,36
30,6.9,70,,,73.5,36
29.8,6.8,69,570,52,76.6,36
29.6,6.8,72,,,74.6,36
29.9,6.8,71,,,79.8,36
29.6,6.8,62,535,46,74.6,36
30,6.8,92,716,65,77.5,36
30.2,6.8,87,,,81.3,36
29.8,6.8,82,772,58,73.9,36
30.8,6.8,57,515,48,72.6,32
30.2,6.8,58,,,71.5,32
29.8,6.8,57,488,43,73.6,30
30.5,6.8,55,,,72.9,30
30.1,6.8,51,,,70.8,30
,6.8,60,528,48,72.3,30
30.9,6.8,60,,,74.6,32
30.4,6.7,58,,,67.1,32
29.8,6.8,78,690,68,69.1,28
30.8,6.8,67,,,74.1,28
31,6.7,62,,,67.6,28
,6.9,50,426,37,66.6,28
30.9,6.8,51,,,70.9,28
30.3,7,48,,,71.4,28
30.4,6.9,49,425,35,64.7,28
,6.9,45,,,65.7,28
30.3,6.9,44,,,69.9,28
29.7,6.9,52,461,39,67.5,28
31.1,7,45,,,69.3,26
,7,45,,,70.3,26
30.1,6.9,47,414,35,71.8,26
31.1,7,40,,,72.3,26
30.9,6.9,50,,,72,26
30.4,6.9,52,454,39,65,26
31.4,6.9,48,,,67.4,30
,6.9,56,540,47,68.8,30
31,6.9,46,430,34,72.3,32
31.4,6.9,45,,,70,32
30,6.9,58,,,75,32
29.2,6.8,67,640,50,73.4,30
30.3,6.9,66,,,71.4,30
30.6,6.8,63,,,80.9,30
29.8,6.8,58,,,71.8,32
30.2,6.8,62,,,75.6,32
30,6.8,64,,,80.5,32
29.7,6.9,57,486,41,75.6,34
30,6.9,52,,,70.6,34
29.5,6.9,49,,,70.3,34
29.5,6.9,52,453,40,70,32
30,6.9,61,538,48,73.7,32
29.2,6.9,61,,,72,32
29,6.8,72,656,58,72.4,32
29.9,6.8,68,,,74.9,32
29,6.8,75,,,71.2,32
,6.9,58,463,43,69.5,32
30.4,6.9,58,,,73.2,32
29.5,6.9,54,,,74,32
29.5,6.8,62,460,40,71.2,32
29.5,6.9,56,,,70.8,30
29.5,6.7,48,,,67.7,30
29.2,6.9,44,,,69.7,30
29.4,6.9,53,466,42,73.1,28
29,6.9,47,,,72.2,28
28.3,6.8,75,678,55,67.3,30
29.1,6.8,109,1046,79,71.8,30
28.9,6.8,97,936,72,65.9,30
28.6,6.8,109,,,64.9,30
28.9,6.8,106,,,72.1,30
28.9,6.7,105,,,70.8,30
28.5,6.8,73,572,52,71.4,30
28.9,6.9,69,,,74.3,30
28.6,6.8,70,,,72.8,30
,6.8,50,406,34,73.7,30
29.7,7,49,,,76.6,28
28.6,6.9,45,,,75.2,28
28.4,6.8,38,360,27,76.1,28
,6.8,40,,,77.4,28
28.5,6.8,54,481,39,77.2,28
28.9,6.8,54,496,42,70.5,28
29.2,6.8,55,,,72.4,26
28.7,6.7,66,602,52,71.5,26
28.7,6.8,63,560,48,69.5,26
29.8,6.8,68,,,70.9,24
29.6,6.9,75,,,71.1,24
28.7,6.9,94,832,70,66.5,26
28.8,6.8,101,852,75,62,30
27.6,6.8,133,1263,93,67,30
28.7,6.7,100,968,80,68.2,28
27.9,6.7,153,1347,114,62.4,28
,6.7,132,1269,101,63,28
28.4,6.7,187,1564,145,55.9,28
28.8,6.7,161,1396,126,60.5,32
28.6,6.7,138,1156,109,59.9,32
28.5,6.8,101,828,75,62.2,30
29.5,6.8,98,878,76,61.6,30
29,6.8,95,,,62,30
28.4,6.7,140,1236,111,53.6,26
29,6.8,131,1122,99,58,26
28.8,6.8,118,,,55.3,26
28.6,6.8,87,,,60.5,26
,6.8,98,,,62.5,26
29,6.8,85,,,58.5,26
29,6.8,66,,,64.7,26
29.1,6.8,75,,,67.8,26
29.2,6.8,62,,,62.5,26
28.6,6.8,67,608,54,60.2,26
,6.8,108,,,62.6,24
28.8,6.8,87,,,57.2,24
29.9,6.7,125,1140,102,55.5,26
29.4,6.7,186,1617,144,51.7,26
,6.8,132,1176,102,54.8,26
29.3,6.9,131,1236,108,57.2,26
29,6.8,149,1266,108,56.1,26
28.6,6.8,86,,,57.5,24
29.4,6.8,90,,,59.5,24
29.2,6.7,97,,,60.9,24
29,6.8,67,,,57.5,22
29.8,6.8,71,,,56.5,22
30,6.8,85,682,58,58.2,22
29,6.8,66,552,46,55.5,22
30.3,6.8,66,,,55.5,22
30,6.8,74,,,57.6,22
29.2,6.8,68,560,50,55,20
30,6.9,64,,,52.5,20
30.2,6.9,75,624,56,61,20
29,6.8,58,514,39,54.3,20
30.1,6.8,60,,,50.4,20
29.8,6.9,66,,,55.9,20
29.3,6.9,56,492,40,52,22
29.4,6.9,53,,,51.8,22
29.2,6.9,57,,,54.4,22
29.1,6.8,52,444,34,51.7,22
30.1,6.8,51,,,52.6,18
28.9,6.9,55,,,52.7,18
,6.8,49,442,35,52.1,18
29.7,6.8,50,,,52.2,18
29.7,6.9,48,,,51.8,18
29.2,6.8,49,,,51.8,18
29.6,6.8,52,,,51,18
29.6,6.9,50,,,50.8,18
29.3,6.8,49,404,30,52.3,20
,6.8,56,,,53.4,20
29.4,6.8,52,,,51.9,20
29.4,6.8,58,502,42,52.3,20
,6.8,71,,,53.9,20
,6.8,61,550,44,51.5,20
29.4,6.8,58,508,41,52.9,18
30,6.8,65,,,57,18
,6.8,61,,,54,18
29.3,6.7,70,642,56,55,22
29.5,6.7,80,724,66,58,22
29.1,6.7,69,,,55.6,22
28.9,6.7,65,518,42,53.7,20
29.5,6.8,102,,,54.5,20
29.1,6.8,83,,,52.1,20
29.3,6.8,76,618,54,51.8,22
28.9,6.8,105,,,54.5,22
29.8,6.8,90,,,51.1,22
29.4,6.8,62,517,45,52.1,22
30,6.8,61,,,56,20
29.8,6.8,60,,,55.8,20
29.4,6.8,54,431,36,52.7,20
30.4,6.9,51,,,55.4,20
30.2,6.7,54,,,56.6,20
28.8,6.8,37,298,23,52.9,20
30.3,6.9,42,,,55.2,18
31.2,6.7,44,,,56,18
29.6,6.8,44,342,27,52.4,18
,6.8,39,,,54.7,18
30.9,6.8,41,,,55.5,18
30.2,6.8,35,277,21,54.4,20
30.6,6.8,35,,,52.7,20
30.8,6.8,37,,,55.6,20
29.7,6.8,34,281,21,54.9,20
30.8,6.8,35,,,57.5,18
30,6.8,42,326,26,60.9,18
,6.8,38,315,26,53.5,18
31.2,6.8,43,,,54,18
30.4,6.8,56,469,38,55.2,18
,6.8,39,319,28,54.1,18
30,6.8,49,,,54.7,20
29.3,6.8,46,,,55,20
28.5,6.7,83,,,52.4,22
,6.8,75,,,54.2,22
29.5,6.8,61,,,51,22
29.6,6.8,42,336,28,54.3,22
30.4,6.8,44,,,53.1,20
29.5,6.7,41,,,52.9,20
29.5,6.8,46,443,36,54.5,20
30.1,6.8,45,,,58.6,20
29.5,6.8,40,,,53.5,20
29.9,6.8,48,427,34,52.3,20
29.1,6.8,90,844,80,55.6,22
28.8,6.8,97,,,55.9,22
28.6,6.7,113,1075,106,50.8,22
29.9,6.7,105,,,55,24
29.9,6.7,78,704,63,56.1,24
29.2,6.7,75,,,55.4,24
29.7,6.8,96,830,76,53,24
29.5,6.8,71,604,54,55.4,24
29.4,6.8,57,530,45,51.8,24
30.4,6.9,73,710,58,53.7,22
29.9,6.8,68,,,54.8,22
29,6.9,56,507,43,51.4,22
30,6.9,64,560,56,52.6,22
29.6,6.8,64,,,53,22
28.6,6.9,54,502,43,49.4,20
29.3,6.9,60,,,53,20
28.9,6.8,68,,,54.4,20
29.1,7,63,552,50,49.6,20
29.3,7,69,,,50.8,20
28.5,6.9,73,620,62,54.8,20
29.1,7,65,612,58,55.8,20
29.4,6.9,67,,,57.2,20
28.6,6.9,79,824,80,57.5,20
29,6.8,66,604,52,53,24
29.5,6.9,78,,,51.7,24
29.3,6.9,88,880,79,55.1,24
29.2,6.9,57,511,45,51.7,22
29.2,6.8,61,,,50.6,22
29,6.9,60,522,48,50.4,22
28.9,6.9,49,432,38,49.3,22
30.1,6.8,53,572,54,53.8,20
28.8,6.9,50,,,50.9,20
29.2,6.9,42,373,30,49.3,20
30.2,6.8,38,,,53.8,20
29.1,6.8,34,,,52.1,20
,6.9,36,336,28,51.3,20
29.8,6.8,58,,,55,20
